customer_id,date_id,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed
100590,201806,12,15276,22914.0,0,0
100590,201807,12,9168,13752.0,0,0
100590,201805,4,6504,9756.0,0,0
100590,201810,0,0,0.0,512,92
100590,201802,0,0,0.0,0,0
100590,201804,0,0,0.0,0,0
100590,201803,0,0,0.0,0,0
100590,201808,0,0,0.0,0,0
100590,201809,0,0,0.0,0,0
100590,201811,0,0,0.0,0,0
100590,201812,0,0,0.0,0,0
102376,201806,24,21216,31824.0,0,0
102376,201812,15,16500,24750.0,556,100
102376,201807,12,25080,37620.0,0,0
102376,201808,12,6360,9540.0,0,0
102376,201809,6,7452,11178.0,0,0
102376,201805,4,2972,4458.0,0,0
102376,201802,0,0,0.0,0,0
102376,201803,0,0,0.0,0,0
102376,201804,0,0,0.0,0,0
102376,201810,0,0,0.0,0,0
102376,201811,0,0,0.0,0,0
102788,201807,20,24640,36960.0,0,0
102788,201805,16,27648,41472.0,0,0
102788,201808,16,28992,43488.0,0,0
102788,201812,15,28125,42187.5,0,0
102788,201809,6,8634,12951.0,0,0
102788,201803,5,9230,13845.0,0,0
102788,201810,4,5096,7644.0,0,0
102788,201811,2,3292,4938.0,0,0
102788,201802,0,0,0.0,0,0
102788,201804,0,0,0.0,0,0
102788,201806,0,0,0.0,0,0
104267,201805,16,32768,49152.0,0,0
104267,201812,9,14697,22045.5,0,0
104267,201806,8,6648,9972.0,0,0
104267,201804,3,3153,4729.5,0,0
104267,201811,2,4340,6510.0,0,0
104267,201802,0,0,0.0,0,0
104267,201803,0,0,0.0,0,0
104267,201807,0,0,0.0,0,0
104267,201808,0,0,0.0,0,0
104267,201809,0,0,0.0,0,0
104267,201810,0,0,0.0,0,0
105063,201806,12,18696,28044.0,0,0
105063,201811,8,11376,17064.0,0,0
105063,201805,4,4320,6480.0,0,0
105063,201804,3,6303,9454.5,0,0
105063,201802,0,0,0.0,0,0
105063,201803,0,0,0.0,0,0
105063,201807,0,0,0.0,0,0
105063,201808,0,0,0.0,0,0
105063,201809,0,0,0.0,0,0
105063,201810,0,0,0.0,0,0
105063,201812,0,0,0.0,0,0
105073,201807,20,10240,15360.0,0,0
105073,201812,9,6723,10084.5,0,0
105073,201805,8,12104,18156.0,0,0
105073,201806,4,3052,4578.0,0,0
105073,201809,4,6360,9540.0,0,0
105073,201810,4,2056,3084.0,0,0
105073,201804,3,3339,5008.5,0,0
105073,201802,0,0,0.0,0,0
105073,201803,0,0,0.0,0,0
105073,201808,0,0,0.0,0,0
105073,201811,0,0,0.0,0,0
105835,201806,12,7500,11250.0,0,0
105835,201810,8,10688,16032.0,0,0
105835,201811,6,10512,15768.0,0,0
105835,201805,4,8072,12108.0,0,0
105835,201812,3,2526,3789.0,0,0
105835,201809,2,2492,3738.0,0,0
105835,201802,0,0,0.0,0,0
105835,201803,0,0,0.0,0,0
105835,201804,0,0,0.0,0,0
105835,201807,0,0,0.0,0,0
105835,201808,0,0,0.0,0,0
105841,201806,24,33312,49968.0,0,0
105841,201807,20,29400,44100.0,522,94
105841,201812,9,8541,12811.5,0,0
105841,201809,8,13968,20952.0,0,0
105841,201811,6,9354,14031.0,0,0
105841,201802,3,5265,7897.5,0,0
105841,201804,2,4296,6444.0,0,0
105841,201803,1,1792,2688.0,0,0
105841,201805,0,0,0.0,0,0
105841,201808,0,0,0.0,0,0
105841,201810,0,0,0.0,0,0
106046,201806,20,45180,67770.0,0,0
106046,201812,9,14337,21505.5,396,71
106046,201809,8,18864,28296.0,0,0
106046,201807,4,5980,8970.0,0,0
106046,201808,4,9576,14364.0,0,0
106046,201810,2,3302,4953.0,0,0
106046,201804,1,1490,2235.0,547,98
106046,201802,0,0,0.0,0,0
106046,201803,0,0,0.0,0,0
106046,201805,0,0,0.0,0,0
106046,201811,0,0,0.0,0,0
107519,201805,16,23968,35952.0,0,0
107519,201807,16,25280,37920.0,0,0
107519,201808,12,13788,20682.0,0,0
107519,201809,6,10200,15300.0,0,0
107519,201810,6,14118,21177.0,0,0
107519,201804,4,6076,9114.0,0,0
107519,201803,1,1863,2794.5,501,90
107519,201802,0,0,0.0,0,0
107519,201806,0,0,0.0,0,0
107519,201811,0,0,0.0,0,0
107519,201812,0,0,0.0,0,0
110065,201807,28,65184,97776.0,0,0
110065,201805,20,22680,34020.0,0,0
110065,201806,16,10976,16464.0,0,0
110065,201812,12,11064,16596.0,0,0
110065,201809,8,12728,19092.0,0,0
110065,201811,6,6468,9702.0,0,0
110065,201808,4,7656,11484.0,0,0
110065,201810,2,2350,3525.0,0,0
110065,201804,1,1818,2727.0,0,0
110065,201802,0,0,0.0,0,0
110065,201803,0,0,0.0,0,0
110142,201806,20,37340,56010.0,0,0
110142,201807,20,21880,32820.0,0,0
110142,201808,16,26704,40056.0,0,0
110142,201805,8,7312,10968.0,0,0
110142,201803,5,5105,7657.5,0,0
110142,201810,4,8556,12834.0,0,0
110142,201802,0,0,0.0,0,0
110142,201804,0,0,0.0,334,60
110142,201809,0,0,0.0,0,0
110142,201811,0,0,0.0,0,0
110142,201812,0,0,0.0,0,0
110262,201805,16,28832,43248.0,0,0
110262,201812,15,23985,35977.5,0,0
110262,201811,6,9726,14589.0,0,0
110262,201806,4,7828,11742.0,451,81
110262,201810,2,4218,6327.0,0,0
110262,201802,1,658,987.0,0,0
110262,201804,1,1304,1956.0,357,64
110262,201803,0,0,0.0,0,0
110262,201807,0,0,0.0,0,0
110262,201808,0,0,0.0,0,0
110262,201809,0,0,0.0,0,0
112522,201807,20,35260,52890.0,0,0
112522,201805,8,9800,14700.0,0,0
112522,201809,6,3198,4797.0,0,0
112522,201808,4,2452,3678.0,0,0
112522,201804,3,7500,11250.0,0,0
112522,201812,3,5724,8586.0,0,0
112522,201803,2,2692,4038.0,0,0
112522,201810,2,1028,1542.0,0,0
112522,201811,2,1432,2148.0,0,0
112522,201802,0,0,0.0,0,0
112522,201806,0,0,0.0,0,0
113874,201807,20,47500,71250.0,0,0
113874,201812,9,19260,28890.0,0,0
113874,201803,4,2256,3384.0,0,0
113874,201805,4,2792,4188.0,0,0
113874,201804,3,4845,7267.5,0,0
113874,201811,2,2122,3183.0,0,0
113874,201802,0,0,0.0,0,0
113874,201806,0,0,0.0,0,0
113874,201808,0,0,0.0,0,0
113874,201809,0,0,0.0,0,0
113874,201810,0,0,0.0,0,0
114131,201806,16,22800,34200.0,0,0
114131,201808,12,25176,37764.0,0,0
114131,201812,9,13482,20223.0,0,0
114131,201810,8,17552,26328.0,0,0
114131,201809,2,3388,5082.0,0,0
114131,201811,2,2374,3561.0,0,0
114131,201805,0,0,0.0,440,79
114131,201802,0,0,0.0,0,0
114131,201803,0,0,0.0,0,0
114131,201804,0,0,0.0,0,0
114131,201807,0,0,0.0,0,0
115505,201806,20,49320,73980.0,0,0
115505,201811,4,7824,11736.0,0,0
115505,201810,2,2290,3435.0,0,0
115505,201802,0,0,0.0,0,0
115505,201803,0,0,0.0,0,0
115505,201804,0,0,0.0,0,0
115505,201805,0,0,0.0,0,0
115505,201807,0,0,0.0,0,0
115505,201808,0,0,0.0,0,0
115505,201809,0,0,0.0,0,0
115505,201812,0,0,0.0,0,0
116895,201808,20,24680,37020.0,0,0
116895,201805,12,6828,10242.0,0,0
116895,201811,4,8896,13344.0,0,0
116895,201810,2,4266,6399.0,0,0
116895,201802,0,0,0.0,0,0
116895,201812,0,0,0.0,497,89
116895,201803,0,0,0.0,0,0
116895,201804,0,0,0.0,0,0
116895,201806,0,0,0.0,0,0
116895,201807,0,0,0.0,0,0
116895,201809,0,0,0.0,0,0
117482,201808,20,14300,21450.0,0,0
117482,201806,16,14384,21576.0,511,92
117482,201807,12,13500,20250.0,0,0
117482,201812,12,13248,19872.0,0,0
117482,201805,8,15448,23172.0,0,0
117482,201811,6,7344,11016.0,0,0
117482,201804,3,4752,7128.0,0,0
117482,201802,1,1379,2068.5,0,0
117482,201803,0,0,0.0,0,0
117482,201809,0,0,0.0,0,0
117482,201810,0,0,0.0,0,0
117915,201808,24,49584,74376.0,0,0
117915,201807,16,39056,58584.0,0,0
117915,201805,12,7008,10512.0,0,0
117915,201806,12,23928,35892.0,0,0
117915,201810,8,8312,12468.0,0,0
117915,201804,3,3600,5400.0,0,0
117915,201811,2,3420,5130.0,0,0
117915,201802,0,0,0.0,0,0
117915,201803,0,0,0.0,0,0
117915,201809,0,0,0.0,0,0
117915,201812,0,0,0.0,0,0
118418,201807,24,41880,62820.0,0,0
118418,201806,20,22840,34260.0,0,0
118418,201812,15,11445,17167.5,0,0
118418,201808,12,17100,25650.0,0,0
118418,201809,4,3504,5256.0,0,0
118418,201804,3,5796,8694.0,0,0
118418,201802,1,927,1390.5,355,64
118418,201803,0,0,0.0,0,0
118418,201805,0,0,0.0,0,0
118418,201810,0,0,0.0,0,0
118418,201811,0,0,0.0,0,0
119198,201806,20,15260,22890.0,0,0
119198,201809,6,8496,12744.0,0,0
119198,201810,6,9438,14157.0,0,0
119198,201808,4,5304,7956.0,0,0
119198,201812,3,2541,3811.5,0,0
119198,201811,2,1808,2712.0,0,0
119198,201802,0,0,0.0,0,0
119198,201803,0,0,0.0,0,0
119198,201804,0,0,0.0,0,0
119198,201805,0,0,0.0,0,0
119198,201807,0,0,0.0,0,0
119634,201808,16,27680,41520.0,0,0
119634,201806,12,20748,31122.0,0,0
119634,201809,10,10480,15720.0,0,0
119634,201805,8,19136,28704.0,0,0
119634,201811,6,11694,17541.0,0,0
119634,201804,3,2733,4099.5,0,0
119634,201803,3,7332,10998.0,0,0
119634,201802,2,3846,5769.0,0,0
119634,201807,0,0,0.0,0,0
119634,201810,0,0,0.0,0,0
119634,201812,0,0,0.0,0,0
119638,201808,20,14380,21570.0,0,0
119638,201806,16,18640,27960.0,0,0
119638,201807,16,32560,48840.0,0,0
119638,201803,1,1616,2424.0,0,0
119638,201802,0,0,0.0,0,0
119638,201804,0,0,0.0,0,0
119638,201805,0,0,0.0,0,0
119638,201809,0,0,0.0,0,0
119638,201810,0,0,0.0,0,0
119638,201811,0,0,0.0,0,0
119638,201812,0,0,0.0,0,0
121351,201805,8,11400,17100.0,0,0
121351,201802,2,1644,2466.0,0,0
121351,201803,1,1627,2440.5,0,0
121351,201804,0,0,0.0,0,0
121351,201806,0,0,0.0,0,0
121351,201807,0,0,0.0,0,0
121351,201808,0,0,0.0,0,0
121351,201809,0,0,0.0,0,0
121351,201810,0,0,0.0,0,0
121351,201811,0,0,0.0,0,0
121351,201812,0,0,0.0,0,0
122519,201808,16,39520,59280.0,0,0
122519,201805,12,25128,37692.0,0,0
122519,201810,8,16816,25224.0,0,0
122519,201803,2,4284,6426.0,0,0
122519,201809,2,4118,6177.0,0,0
122519,201804,1,1826,2739.0,0,0
122519,201802,0,0,0.0,0,0
122519,201806,0,0,0.0,0,0
122519,201807,0,0,0.0,0,0
122519,201812,0,0,0.0,733,132
122519,201811,0,0,0.0,0,0
122797,201808,20,15460,23190.0,0,0
122797,201805,12,26148,39222.0,0,0
122797,201806,12,22092,33138.0,0,0
122797,201809,6,9612,14418.0,0,0
122797,201807,4,9152,13728.0,0,0
122797,201811,4,9500,14250.0,0,0
122797,201802,0,0,0.0,0,0
122797,201803,0,0,0.0,0,0
122797,201804,0,0,0.0,0,0
122797,201810,0,0,0.0,0,0
122797,201812,0,0,0.0,0,0
124351,201802,0,0,0.0,0,0
124351,201803,0,0,0.0,0,0
124351,201804,0,0,0.0,0,0
124351,201805,0,0,0.0,0,0
124351,201806,0,0,0.0,0,0
124351,201807,0,0,0.0,0,0
124351,201808,0,0,0.0,0,0
124351,201809,0,0,0.0,0,0
124351,201810,0,0,0.0,0,0
124351,201811,0,0,0.0,0,0
124351,201812,0,0,0.0,0,0
125068,201806,20,20660,30990.0,0,0
125068,201807,16,22016,33024.0,0,0
125068,201812,15,21240,31860.0,433,78
125068,201811,8,19480,29220.0,0,0
125068,201809,6,6960,10440.0,0,0
125068,201810,2,4046,6069.0,0,0
125068,201802,0,0,0.0,0,0
125068,201803,0,0,0.0,0,0
125068,201804,0,0,0.0,0,0
125068,201805,0,0,0.0,0,0
125068,201808,0,0,0.0,0,0
129409,201805,20,44900,67350.0,0,0
129409,201807,20,25000,37500.0,0,0
129409,201812,9,8253,12379.5,0,0
129409,201803,3,4377,6565.5,0,0
129409,201804,1,1842,2763.0,0,0
129409,201802,0,0,0.0,0,0
129409,201806,0,0,0.0,0,0
129409,201808,0,0,0.0,0,0
129409,201809,0,0,0.0,0,0
129409,201810,0,0,0.0,0,0
129409,201811,0,0,0.0,0,0
129533,201802,0,0,0.0,0,0
129533,201803,0,0,0.0,0,0
129533,201804,0,0,0.0,0,0
129533,201805,0,0,0.0,0,0
129533,201806,0,0,0.0,0,0
129533,201807,0,0,0.0,0,0
129533,201808,0,0,0.0,0,0
129533,201809,0,0,0.0,0,0
129533,201810,0,0,0.0,0,0
129533,201811,0,0,0.0,0,0
129533,201812,0,0,0.0,0,0
130032,201808,8,16128,24192.0,0,0
130032,201807,4,5492,8238.0,0,0
130032,201809,2,1340,2010.0,0,0
130032,201811,2,1828,2742.0,0,0
130032,201804,1,1898,2847.0,0,0
130032,201802,0,0,0.0,0,0
130032,201803,0,0,0.0,0,0
130032,201805,0,0,0.0,0,0
130032,201806,0,0,0.0,0,0
130032,201810,0,0,0.0,0,0
130032,201812,0,0,0.0,0,0
130446,201806,20,44420,66630.0,0,0
130446,201808,8,6104,9156.0,0,0
130446,201809,6,6432,9648.0,0,0
130446,201810,2,4514,6771.0,392,71
130446,201811,2,2234,3351.0,0,0
130446,201803,0,0,0.0,0,0
130446,201802,0,0,0.0,0,0
130446,201804,0,0,0.0,0,0
130446,201805,0,0,0.0,0,0
130446,201807,0,0,0.0,0,0
130446,201812,0,0,0.0,0,0
130497,201808,16,31056,46584.0,0,0
130497,201812,15,36345,54517.5,0,0
130497,201810,6,4764,7146.0,0,0
130497,201811,6,14424,21636.0,0,0
130497,201807,4,3244,4866.0,0,0
130497,201802,3,3615,5422.5,0,0
130497,201809,2,4462,6693.0,0,0
